rdkit_library_standard_inchi_key,protein_name,Compound-protein pairs,Unique compound–Mu-type opioid receptor pairs:,% MOR compound-target-pairs,,rdkit_parent_structure_inchi_key,Unique_single_fragment_structures,,Column Names,Statistics Label,Statistics,Totals,,,,,,,
RPJYDHKYCWHHOP-IMKBVMFZSA-N,Mu-type opioid receptor,,,,,VUCUGZSKBWVGSF-YIBIFSAYSA-N,,,,,,,,,,,,,
XUWLAGNFLUARAN-CHQNGUEUSA-N,Mu-type opioid receptor,,,,,WXGDFQBKLWJZDU-YGVXBJTFSA-N,,,,,,,,,,,,,
QGXZHOXKJKGIOV-QLZCVRJRSA-N,Delta-type opioid receptor,,,,,UDCUABBHLILTLQ-DTLAHYMKSA-N,,,,,,,,,,,,,
PPXYTOGYFZLRDQ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,GZAFXIZAXLELIO-YIBIFSAYSA-N,,,,,,,,,,,,,
NWDZARLHJWJMPM-LQJZCPKCSA-N,Delta-type opioid receptor,,,,,OOOQPXIKDXSCRA-BVWCKYCNSA-N,,,,,,,,,,,,,
NWDZARLHJWJMPM-LQJZCPKCSA-N,Mu-type opioid receptor,,,,,CJAORFIPPWIGPG-UHFFFAOYSA-N,,,,,,,,,,,,,
NPLKRVKGYGQWKN-BBACVFHCSA-N,Delta-type opioid receptor,,,,,ONBTXPSIQFFZPI-FBYZWIEBSA-N,,,,,,,,,,,,,
NPLKRVKGYGQWKN-BBACVFHCSA-N,Mu-type opioid receptor,,,,,FWGXLJYMZWCJJV-UHFFFAOYSA-N,,,,,,,,,,,,,
PBEKHMJUJBBTHM-YRCZKMHPSA-N,Delta-type opioid receptor,,,,,BBXVKTVPOYINAV-PJJOLMOESA-N,,,,,,,,,,,,,
PBEKHMJUJBBTHM-YRCZKMHPSA-N,Mu-type opioid receptor,,,,,KXDZSADJKWDKCN-PUZFROQSSA-N,,,,,,,,,,,,,
LRTMETRSFGLQOB-NSOVKSMOSA-N,Delta-type opioid receptor,,,,,SJRTYDYZXKADCH-GRGXKFILSA-N,,,,,,,,,,,,,
LRTMETRSFGLQOB-NSOVKSMOSA-N,Mu-type opioid receptor,,,,,IPYIZXVSNKMLOX-PUZFROQSSA-N,,,,,,,,,,,,,
VRZFYAJIAPJACS-RUQZGRDBSA-N,Delta-type opioid receptor,,,,,UVJCSVMAXSVVJZ-NMVJMZGASA-N,,,,,,,,,,,,,
LDLWBLOQKIBSDP-WXVAWEFUSA-N,Mu-type opioid receptor,,,,,PCXCVPKTSPZHJW-QUPDYRNUSA-N,,,,,,,,,,,,,
KQWVAUSXZDRQPZ-OREGWCPLSA-N,Mu-type opioid receptor,,,,,NGKDULCWDLWYAO-QUPDYRNUSA-N,,,,,,,,,,,,,
KQWVAUSXZDRQPZ-OREGWCPLSA-N,Delta-type opioid receptor,,,,,WLQVWCBBPYAMOQ-VSGCBGRSSA-N,,,,,,,,,,,,,
OPHKDPVBEXQGKA-LQQLHRSWSA-N,Delta-type opioid receptor,,,,,BTZMBSYIWRQRBI-PUZFROQSSA-N,,,,,,,,,,,,,
LZXRQLIIMYJZDA-UETOGOEVSA-N,Delta-type opioid receptor,,,,,NKQWPIBQHVKIOM-UHFFFAOYSA-N,,,,,,,,,,,,,
LZXRQLIIMYJZDA-UETOGOEVSA-N,Mu-type opioid receptor,,,,,RUVSOGDMGUPNJT-PUZFROQSSA-N,,,,,,,,,,,,,
XHUJQXLCJLMOGR-OEUYHZQVSA-N,Mu-type opioid receptor,,,,,ZDEUARDYFAZNOI-UHFFFAOYSA-N,,,,,,,,,,,,,
UYMDVPDHNUCPSH-BKMJKUGQSA-N,Delta-type opioid receptor,,,,,BGVPEVBAWYDRJD-KJXWVISYSA-N,,,,,,,,,,,,,
CUYUGMHVGXPLGA-YZIHRLCOSA-N,Mu-type opioid receptor,,,,,BDPOGJWEPZTCMX-UHFFFAOYSA-N,,,,,,,,,,,,,
CUYUGMHVGXPLGA-YZIHRLCOSA-N,Delta-type opioid receptor,,,,,BCNYFDITTKMHTJ-UHFFFAOYSA-N,,,,,,,,,,,,,
LYCSRKIBELQQIZ-YZIHRLCOSA-N,Delta-type opioid receptor,,,,,FNTHIHAMSILUMJ-UHFFFAOYSA-N,,,,,,,,,,,,,
LYCSRKIBELQQIZ-YZIHRLCOSA-N,Mu-type opioid receptor,,,,,ZZCGLDZYRQXSJC-UHFFFAOYSA-N,,,,,,,,,,,,,
KQWVAUSXZDRQPZ-VHSZZVNMSA-N,Mu-type opioid receptor,,,,,FTPNXXTYSVBPSI-UHFFFAOYSA-N,,,,,,,,,,,,,
KQWVAUSXZDRQPZ-VHSZZVNMSA-N,Delta-type opioid receptor,,,,,JLDJARVXWQALBQ-UHFFFAOYSA-N,,,,,,,,,,,,,
WGIDFDFAOQVAHY-UFPGJGBJSA-N,Delta-type opioid receptor,,,,,ZHUJMSMQIPIPTF-UHFFFAOYSA-N,,,,,,,,,,,,,
WGIDFDFAOQVAHY-UFPGJGBJSA-N,Mu-type opioid receptor,,,,,BDZOQFBBMRXVPH-UHFFFAOYSA-N,,,,,,,,,,,,,
WLYRPZMYTPWHMM-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,WJGHUXVLGKRHLF-UHFFFAOYSA-N,,,,,,,,,,,,,
HHHAZGZTYBCEPX-QDLRQAPESA-N,Delta-type opioid receptor,,,,,KNNCZVVJJSCZNH-UHFFFAOYSA-N,,,,,,,,,,,,,
LBLDMHBSVIVJPM-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,ATLZVWRXMUZKNV-UHFFFAOYSA-N,,,,,,,,,,,,,
UZHSEJADLWPNLE-GRGSLBFTSA-N,Mu-type opioid receptor,,,,,HTNOITRQNGWBCW-UHFFFAOYSA-N,,,,,,,,,,,,,
UZHSEJADLWPNLE-GRGSLBFTSA-N,Delta-type opioid receptor,,,,,PWPFRWYBVBHLLB-UHFFFAOYSA-N,,,,,,,,,,,,,
ZYODTVOOPXEOHD-UJLGHMMASA-N,Mu-type opioid receptor,,,,,IQKIYBUXSZWUTP-UHFFFAOYSA-N,,,,,,,,,,,,,
WICUTBLRDZPUFO-UATJXVQHSA-N,Mu-type opioid receptor,,,,,PEUVJNALVBXTKV-UHFFFAOYSA-N,,,,,,,,,,,,,
FOTIPSDEAZIQOX-GOTSBHOMSA-N,Mu-type opioid receptor,,,,,IRIFESWSRQBRPW-UHFFFAOYSA-N,,,,,,,,,,,,,
CPQZLWPWUDCRPX-HRPGWMCCSA-N,Kappa-type opioid receptor,,,,,GYOWORZEZSLHIN-UHFFFAOYSA-N,,,,,,,,,,,,,
FADXIKFNLNFDLC-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,LWOMHJBSXPGKKS-UHFFFAOYSA-N,,,,,,,,,,,,,
JEULLQVXTDRYFU-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,VXHMITAKWYIILS-UHFFFAOYSA-N,,,,,,,,,,,,,
BZUGHJHEYULBOF-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,XHJXRHNUFXHMEV-UHFFFAOYSA-N,,,,,,,,,,,,,
ILJAICMRHMTKBM-ZQWQDMLBSA-N,Delta-type opioid receptor,,,,,AWLKNBWKVMBAKT-UHFFFAOYSA-N,,,,,,,,,,,,,
ILJAICMRHMTKBM-ZQWQDMLBSA-N,Mu-type opioid receptor,,,,,WMTKHCQGJKXVST-ZPNYCSICSA-N,,,,,,,,,,,,,
LRLJIVMILJUGBU-ZYADHFCISA-N,Delta-type opioid receptor,,,,,PVNAJCHBKOKIIB-UHFFFAOYSA-N,,,,,,,,,,,,,
LRLJIVMILJUGBU-ZYADHFCISA-N,Mu-type opioid receptor,,,,,BGGTUZUVWQJOOJ-UHFFFAOYSA-N,,,,,,,,,,,,,
ANLPBQYTVZSEEV-HSLSYKTRSA-N,Kappa-type opioid receptor,,,,,FLRQGGGCAHOBGR-BOMBAVFCSA-N,,,,,,,,,,,,,
FYVOABSNOLJXJQ-UHFFFAOYSA-N,Nociceptin receptor,,,,,YBIHNTATYHHUOB-UHFFFAOYSA-N,,,,,,,,,,,,,
IEWRYHIJZPDFRH-FBQMUFCQSA-N,Mu-type opioid receptor,,,,,CJYLEVUNMXXSAG-UHFFFAOYSA-N,,,,,,,,,,,,,
ZUVSIBRHCXOYOZ-YRISNDGFSA-N,Mu-type opioid receptor,,,,,NJBAWVLSMORLFD-UHFFFAOYSA-N,,,,,,,,,,,,,
HSNRGCAFLLPJJV-KSFYIVLOSA-N,Mu-type opioid receptor,,,,,FSWZYRBMNOBTEJ-UHFFFAOYSA-N,,,,,,,,,,,,,
DSKWWUVQDXHXCE-FDDCHVKYSA-N,Mu-type opioid receptor,,,,,OFKQNSPPTICVGO-UHFFFAOYSA-N,,,,,,,,,,,,,
MLQRZXNZHAOCHQ-DENIHFKCSA-N,Mu-type opioid receptor,,,,,ZKABMENGQLCEDM-UHFFFAOYSA-N,,,,,,,,,,,,,
MLQRZXNZHAOCHQ-UGKGYDQZSA-N,Mu-type opioid receptor,,,,,CFLNLQMTERLWTF-UHFFFAOYSA-N,,,,,,,,,,,,,
FSIMYSAKEXUAHH-ZDCRTTOTSA-N,Mu-type opioid receptor,,,,,URLZCHNOLZSCCA-UHFFFAOYSA-N,,,,,,,,,,,,,
IOSGXZKTOLVOTQ-MHDHXZMLSA-N,Mu-type opioid receptor,,,,,PULGYDLMFSFVBL-YHXZJNAKSA-N,,,,,,,,,,,,,
SWFRGHVUTBNYJG-ZWBSKDEBSA-N,Mu-type opioid receptor,,,,,FNKQAWOMLOQFHU-YHXZJNAKSA-N,,,,,,,,,,,,,
UXSXCPOKPQVIQX-DUZWKJOOSA-N,Kappa-type opioid receptor,,,,,QCUMOZWWSNJIHH-GTZKQAISSA-N,,,,,,,,,,,,,
UXSXCPOKPQVIQX-DUZWKJOOSA-N,Mu-type opioid receptor,,,,,ZATZGYYKXUOFDZ-BCKCESDESA-N,,,,,,,,,,,,,
GRUJUBIBVYPOPR-MFHXMFJOSA-N,Mu-type opioid receptor,,,,,VVZNWQOGEDSVLY-FIJIIWSSSA-N,,,,,,,,,,,,,
VTURHVYLUFXVJQ-RRPNLBNLSA-N,Kappa-type opioid receptor,,,,,CWWCCESEUORKQB-LNPQHTIXSA-N,,,,,,,,,,,,,
MLGZKVPTJOZDIX-RRPNLBNLSA-N,Kappa-type opioid receptor,,,,,BGAJJBRKNWUYKM-GTZKQAISSA-N,,,,,,,,,,,,,
VLZAXVJRRJTXMP-VYVVXECBSA-N,Delta-type opioid receptor,,,,,UJFPUZYTXJNJRR-JTBVSECASA-N,,,,,,,,,,,,,
VLZAXVJRRJTXMP-VYVVXECBSA-N,Mu-type opioid receptor,,,,,PLVRUSGFIVZDKO-SANJPXRISA-N,,,,,,,,,,,,,
ZIRIXAUZCMGMRO-XCCPJCIBSA-N,Kappa-type opioid receptor,,,,,XGHXKWVIYYNCCH-GTZKQAISSA-N,,,,,,,,,,,,,
BRNCXBYHVGQGCU-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,MVQAYTZYIGIVBY-CVAIOVFUSA-N,,,,,,,,,,,,,
NCZYIAFSLYVJAE-MHDHXZMLSA-N,Mu-type opioid receptor,,,,,DJRWAFHLOLGXHH-GTZKQAISSA-N,,,,,,,,,,,,,
VCTWEJIUVCJXEY-CPCREDONSA-N,Delta-type opioid receptor,,,,,PZFVLGKDPRXKDF-JTBVSECASA-N,,,,,,,,,,,,,
FSIMYSAKEXUAHH-ZDCRTTOTSA-N,Delta-type opioid receptor,,,,,OMZFXJKOKXPUNW-SANJPXRISA-N,,,,,,,,,,,,,
WIBJTEFCRARSQT-ZDCRTTOTSA-N,Mu-type opioid receptor,,,,,YKQXMAUQHCWLHA-UHFFFAOYSA-N,,,,,,,,,,,,,
MDXGSFQPRAXXFR-MHDHXZMLSA-N,Delta-type opioid receptor,,,,,BEWDVGPOPIFWLH-UHFFFAOYSA-N,,,,,,,,,,,,,
XFUINTRBXGWKEQ-ZTKJLMFUSA-N,Mu-type opioid receptor,,,,,VCCPPOHHPHYIQZ-UHFFFAOYSA-N,,,,,,,,,,,,,
ZDRADNOKATWGBW-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,AEXLHDOOHWXDNZ-UHFFFAOYSA-N,,,,,,,,,,,,,
HGNGRWBMZSEYMD-TXEYEHERSA-N,Mu-type opioid receptor,,,,,UPAZZKNYLSZQFB-RAHNIGBASA-N,,,,,,,,,,,,,
ANLPBQYTVZSEEV-HSLSYKTRSA-N,Mu-type opioid receptor,,,,,XFOARTFWCZZTDK-UHFFFAOYSA-N,,,,,,,,,,,,,
VTNMTWBEHGIRGV-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,CNOFBGYRMCBVLO-UHFFFAOYSA-N,,,,,,,,,,,,,
VWSDZLWAIZCEJG-FFGQRACBSA-N,Mu-type opioid receptor,,,,,LYQFYKNKUAECRH-UHFFFAOYSA-N,,,,,,,,,,,,,
MUCJBMLSOAIPBH-ORYMTKCHSA-N,Delta-type opioid receptor,,,,,UARBQYKTGNWZBO-UHFFFAOYSA-N,,,,,,,,,,,,,
MUCJBMLSOAIPBH-ORYMTKCHSA-N,Mu-type opioid receptor,,,,,ZIGVSUYDKUDHPY-UHFFFAOYSA-N,,,,,,,,,,,,,
VUCUGZSKBWVGSF-XIFUISQJSA-N,Delta-type opioid receptor,,,,,ZDEKHWFIPZPOBM-UHFFFAOYSA-N,,,,,,,,,,,,,
VUCUGZSKBWVGSF-XIFUISQJSA-N,Kappa-type opioid receptor,,,,,KIKDBGIHSKQHMV-WTZMOYRQSA-N,,,,,,,,,,,,,
VUCUGZSKBWVGSF-XIFUISQJSA-N,Mu-type opioid receptor,,,,,XUDUTRMKKYUAKI-UHFFFAOYSA-N,,,,,,,,,,,,,
WXGDFQBKLWJZDU-ZDGQEMPXSA-N,Delta-type opioid receptor,,,,,GAPZDTSBUMYFCP-UHFFFAOYSA-N,,,,,,,,,,,,,
WXGDFQBKLWJZDU-ZDGQEMPXSA-N,Kappa-type opioid receptor,,,,,LGUNAZMQJSOQTG-UHFFFAOYSA-N,,,,,,,,,,,,,
WXGDFQBKLWJZDU-ZDGQEMPXSA-N,Mu-type opioid receptor,,,,,IJTZJUYZQSNGMO-UHFFFAOYSA-N,,,,,,,,,,,,,
UDCUABBHLILTLQ-CPTSUUKUSA-N,Kappa-type opioid receptor,,,,,NTAIBVLHBFVHOS-BMQGODAMSA-N,,,,,,,,,,,,,
UDCUABBHLILTLQ-CPTSUUKUSA-N,Mu-type opioid receptor,,,,,VWOXMEMGJHWXBK-QVSHRZMUSA-N,,,,,,,,,,,,,
UDCUABBHLILTLQ-CPTSUUKUSA-N,Delta-type opioid receptor,,,,,DCOQKCYIWZVJMA-DKMGXXMGSA-N,,,,,,,,,,,,,
VUCUGZSKBWVGSF-VMGNSXQWSA-N,Kappa-type opioid receptor,,,,,AZZXQPIFKYDBCE-MIHMCVIASA-N,,,,,,,,,,,,,
VUCUGZSKBWVGSF-VMGNSXQWSA-N,Mu-type opioid receptor,,,,,GNRUCBIEUBRFDK-WTQRLHSKSA-N,,,,,,,,,,,,,
VUCUGZSKBWVGSF-VMGNSXQWSA-N,Delta-type opioid receptor,,,,,WPAJQJODTKDYCN-DJEIYVHESA-N,,,,,,,,,,,,,
GZAFXIZAXLELIO-VMGNSXQWSA-N,Delta-type opioid receptor,,,,,SEJUQQOPVAUETF-BKBNBNODSA-N,,,,,,,,,,,,,
GZAFXIZAXLELIO-VMGNSXQWSA-N,Kappa-type opioid receptor,,,,,ICZXNKRGDQUBCN-FXDYGKIASA-N,,,,,,,,,,,,,
GZAFXIZAXLELIO-VMGNSXQWSA-N,Mu-type opioid receptor,,,,,QABZKUPOTSMQRW-UHFFFAOYSA-N,,,,,,,,,,,,,
WXGDFQBKLWJZDU-SHJHSYIFSA-N,Mu-type opioid receptor,,,,,YJSPSLIZUIOLBQ-FSFYJKNLSA-N,,,,,,,,,,,,,
WXGDFQBKLWJZDU-SHJHSYIFSA-N,Delta-type opioid receptor,,,,,CQSSSZPEGKPOOV-MWKAPQDYSA-N,,,,,,,,,,,,,
WXGDFQBKLWJZDU-SHJHSYIFSA-N,Kappa-type opioid receptor,,,,,APTNTDOSAMTDKL-ZPMCFJSWSA-N,,,,,,,,,,,,,
OOOQPXIKDXSCRA-BVWCKYCNSA-N,Delta-type opioid receptor,,,,,RYENLSMHLCNXJT-BEMNFEHRSA-N,,,,,,,,,,,,,
CJAORFIPPWIGPG-QXYJMILXSA-N,Delta-type opioid receptor,,,,,LELBFTMXCIIKKX-QVRQZEMUSA-N,,,,,,,,,,,,,
CJAORFIPPWIGPG-QXYJMILXSA-N,Mu-type opioid receptor,,,,,HCAKSCQUNWRYRV-CGROURDUSA-N,,,,,,,,,,,,,
ONBTXPSIQFFZPI-FBYZWIEBSA-N,Delta-type opioid receptor,,,,,WBBBVZGQADABSU-JWBIWKOQSA-N,,,,,,,,,,,,,
ONBTXPSIQFFZPI-FBYZWIEBSA-N,Mu-type opioid receptor,,,,,DBXXUNROIBQTKD-IYHHRLNDSA-N,,,,,,,,,,,,,
FWGXLJYMZWCJJV-RCEFDBTISA-N,Delta-type opioid receptor,,,,,JMNJYGMAUMANNW-CWHZAPIRSA-N,,,,,,,,,,,,,
FWGXLJYMZWCJJV-RCEFDBTISA-N,Mu-type opioid receptor,,,,,OVVIBUHLQIYUEU-NOINKQOQSA-N,,,,,,,,,,,,,
BBXVKTVPOYINAV-PJJOLMOESA-N,Delta-type opioid receptor,,,,,WZHQALIQGVYQGG-RFCMNASMSA-N,,,,,,,,,,,,,
BBXVKTVPOYINAV-PJJOLMOESA-N,Mu-type opioid receptor,,,,,HEEVAXACNMUXSY-NYJSTYGRSA-N,,,,,,,,,,,,,
FWGXLJYMZWCJJV-LJXGPVSSSA-N,Delta-type opioid receptor,,,,,PMJPFGGZUXOYBP-FUOOTVKOSA-N,,,,,,,,,,,,,
FWGXLJYMZWCJJV-LJXGPVSSSA-N,Mu-type opioid receptor,,,,,HQFJNDAJGQZSOD-TVFNHVKBSA-N,,,,,,,,,,,,,
KXDZSADJKWDKCN-ATIASUJISA-N,Mu-type opioid receptor,,,,,MRWXDNZOCJXRHP-CGROURDUSA-N,,,,,,,,,,,,,
DSHIIQHRAOIFQU-DBEIMXIDSA-N,Nociceptin receptor,,,,,HVMQYPHUUJTRGD-CGROURDUSA-N,,,,,,,,,,,,,
DSHIIQHRAOIFQU-DBEIMXIDSA-N,Mu-type opioid receptor,,,,,GRCXYAMUGBVXNL-ASWGOHEDSA-N,,,,,,,,,,,,,
IPYIZXVSNKMLOX-PUZFROQSSA-N,Mu-type opioid receptor,,,,,ZWMYGHUEJUXZOJ-GRELLWLNSA-N,,,,,,,,,,,,,
UVJCSVMAXSVVJZ-NMVJMZGASA-N,Nociceptin receptor,,,,,JYEKWXODJFQZIP-LYOOKMJYSA-N,,,,,,,,,,,,,
PCXCVPKTSPZHJW-QUPDYRNUSA-N,Nociceptin receptor,,,,,LCJMHYUOSFBKDY-UHFFFAOYSA-N,,,,,,,,,,,,,
NGKDULCWDLWYAO-QUPDYRNUSA-N,Nociceptin receptor,,,,,MXTSGGCTZUXABK-UHFFFAOYSA-N,,,,,,,,,,,,,
WLQVWCBBPYAMOQ-SYVJQLTCSA-N,Nociceptin receptor,,,,,KQDFWEOLSLYTJB-UHFFFAOYSA-N,,,,,,,,,,,,,
BTZMBSYIWRQRBI-PUZFROQSSA-N,Mu-type opioid receptor,,,,,MCMMCRYPQBNCPH-UHFFFAOYSA-N,,,,,,,,,,,,,
NKQWPIBQHVKIOM-UHFFFAOYSA-N,Nociceptin receptor,,,,,BNEJMYFGXBQLFU-UHFFFAOYSA-N,,,,,,,,,,,,,
RUVSOGDMGUPNJT-PUZFROQSSA-N,Nociceptin receptor,,,,,BLNPATOSLCUUSL-UHFFFAOYSA-N,,,,,,,,,,,,,
ZDEUARDYFAZNOI-VJGNERBWSA-N,Delta-type opioid receptor,,,,,CYYNMPPFEJPBJD-OAQYLSRUSA-N,,,,,,,,,,,,,
ZDEUARDYFAZNOI-VJGNERBWSA-N,Mu-type opioid receptor,,,,,OGLIFFKVFKYPEO-UHFFFAOYSA-N,,,,,,,,,,,,,
BGVPEVBAWYDRJD-LSQMVHIFSA-N,Delta-type opioid receptor,,,,,MBFGHZKIZWCJIA-UHFFFAOYSA-N,,,,,,,,,,,,,
BDPOGJWEPZTCMX-FQFJSIKISA-N,Kappa-type opioid receptor,,,,,SZOGKPIPCIDKSZ-YLVFBTJISA-N,,,,,,,,,,,,,
BCNYFDITTKMHTJ-ABDHSPIISA-N,Kappa-type opioid receptor,,,,,VESSEMGLNICTJG-UHFFFAOYSA-N,,,,,,,,,,,,,
FNTHIHAMSILUMJ-DEMYYSEOSA-N,Kappa-type opioid receptor,,,,,VJIOWLHENKXJHM-UHFFFAOYSA-N,,,,,,,,,,,,,
ZZCGLDZYRQXSJC-GNDUPZHDSA-N,Kappa-type opioid receptor,,,,,KGMWKNNGHUFCIH-UHFFFAOYSA-N,,,,,,,,,,,,,
FTPNXXTYSVBPSI-LBYLHHMZSA-N,Kappa-type opioid receptor,,,,,BKKGVUYVPORNKS-FADUOPEJSA-N,,,,,,,,,,,,,
JLDJARVXWQALBQ-VEYUFSJPSA-N,Kappa-type opioid receptor,,,,,JUUYNFHQKQIBCF-MXSVQDJISA-N,,,,,,,,,,,,,
ZHUJMSMQIPIPTF-IBURTVSXSA-N,Delta-type opioid receptor,,,,,JUUYNFHQKQIBCF-QDPSRHSWSA-N,,,,,,,,,,,,,
ZHUJMSMQIPIPTF-IBURTVSXSA-N,Mu-type opioid receptor,,,,,BKKGVUYVPORNKS-GAQQVJAQSA-N,,,,,,,,,,,,,
BDZOQFBBMRXVPH-PRJVLWKRSA-N,Mu-type opioid receptor,,,,,RKEAFTOSUVAQES-UHFFFAOYSA-N,,,,,,,,,,,,,
WJGHUXVLGKRHLF-UBLLTGQXSA-N,Mu-type opioid receptor,,,,,MCAPGXLLTIUQQF-UHFFFAOYSA-N,,,,,,,,,,,,,
KNNCZVVJJSCZNH-WPIMGRBNSA-N,Mu-type opioid receptor,,,,,DDJOYOMHKDFQJK-UHFFFAOYSA-N,,,,,,,,,,,,,
KNNCZVVJJSCZNH-WPIMGRBNSA-N,Delta-type opioid receptor,,,,,ZTGDWDNXGYCMFI-XGTKUTNFSA-N,,,,,,,,,,,,,
ATLZVWRXMUZKNV-RBYRPSCESA-N,Mu-type opioid receptor,,,,,VPMPPAOHKTUTJH-UHFFFAOYSA-N,,,,,,,,,,,,,
ATLZVWRXMUZKNV-RBYRPSCESA-N,Delta-type opioid receptor,,,,,XYWSGXJRLJYNDA-UHFFFAOYSA-N,,,,,,,,,,,,,
HTNOITRQNGWBCW-CYLPJFJESA-N,Delta-type opioid receptor,,,,,CDYNZSOUMBLDST-UHFFFAOYSA-N,,,,,,,,,,,,,
HTNOITRQNGWBCW-CYLPJFJESA-N,Mu-type opioid receptor,,,,,XNBWKHVQZJPNPX-UHFFFAOYSA-N,,,,,,,,,,,,,
PWPFRWYBVBHLLB-HBTMXKHJSA-N,Delta-type opioid receptor,,,,,FXKBVHZYGDBEDB-UHFFFAOYSA-N,,,,,,,,,,,,,
PWPFRWYBVBHLLB-HBTMXKHJSA-N,Mu-type opioid receptor,,,,,AAXFHBRSEVMRCW-UHFFFAOYSA-N,,,,,,,,,,,,,
IQKIYBUXSZWUTP-MHCDBONUSA-N,Delta-type opioid receptor,,,,,DFQPGELUWSIWCI-UHFFFAOYSA-N,,,,,,,,,,,,,
IQKIYBUXSZWUTP-MHCDBONUSA-N,Mu-type opioid receptor,,,,,NAZIESBCQZVJBQ-JOCHJYFZSA-N,,,,,,,,,,,,,
PEUVJNALVBXTKV-MJEAINFQSA-N,Delta-type opioid receptor,,,,,KDHWFWPMHSIPPF-UHFFFAOYSA-N,,,,,,,,,,,,,
PEUVJNALVBXTKV-MJEAINFQSA-N,Mu-type opioid receptor,,,,,ZCHJSOMCLMTGJP-UHFFFAOYSA-N,,,,,,,,,,,,,
KNNCZVVJJSCZNH-KOLUZXRDSA-N,Delta-type opioid receptor,,,,,YSXOQVIXVIMTHG-UHFFFAOYSA-N,,,,,,,,,,,,,
IRIFESWSRQBRPW-CKWXOEDFSA-N,Mu-type opioid receptor,,,,,GBRVPIBAPYVZMY-UHFFFAOYSA-N,,,,,,,,,,,,,
GYOWORZEZSLHIN-NATPVWCTSA-N,Delta-type opioid receptor,,,,,KRABRQBOUFODOG-UHFFFAOYSA-N,,,,,,,,,,,,,
LWOMHJBSXPGKKS-REAJPLCASA-N,Delta-type opioid receptor,,,,,WGUOAUNVYIRMQJ-UHFFFAOYSA-N,,,,,,,,,,,,,
LWOMHJBSXPGKKS-REAJPLCASA-N,Mu-type opioid receptor,,,,,LXPIRJWJMKDENA-ULMFYTPNSA-N,,,,,,,,,,,,,
VXHMITAKWYIILS-FDXPNMITSA-N,Delta-type opioid receptor,,,,,SFFOEWDACJBOOX-UHFFFAOYSA-N,,,,,,,,,,,,,
VXHMITAKWYIILS-FDXPNMITSA-N,Mu-type opioid receptor,,,,,BWVKPKQASKYLOF-BYGFBNOLSA-N,,,,,,,,,,,,,
XHJXRHNUFXHMEV-REAJPLCASA-N,Delta-type opioid receptor,,,,,DZKQLQVIZFRZDB-UHFFFAOYSA-N,,,,,,,,,,,,,
XHJXRHNUFXHMEV-REAJPLCASA-N,Mu-type opioid receptor,,,,,RVWFZRGYOXCUSN-UHFFFAOYSA-N,,,,,,,,,,,,,
AWLKNBWKVMBAKT-FDXPNMITSA-N,Delta-type opioid receptor,,,,,WRMNIROOWCNWJI-UHFFFAOYSA-N,,,,,,,,,,,,,
AWLKNBWKVMBAKT-FDXPNMITSA-N,Mu-type opioid receptor,,,,,XMQDSJQOQLDSQQ-UHFFFAOYSA-N,,,,,,,,,,,,,
WMTKHCQGJKXVST-PYIJLGDTSA-N,Delta-type opioid receptor,,,,,PDKCGZGFRIANAD-UHFFFAOYSA-N,,,,,,,,,,,,,
WMTKHCQGJKXVST-PYIJLGDTSA-N,Mu-type opioid receptor,,,,,OQAPMWFSUGSEEU-UHFFFAOYSA-N,,,,,,,,,,,,,
PVNAJCHBKOKIIB-KKYBWPPWSA-N,Delta-type opioid receptor,,,,,XTEHMRJXZGIECL-UHFFFAOYSA-N,,,,,,,,,,,,,
PVNAJCHBKOKIIB-KKYBWPPWSA-N,Mu-type opioid receptor,,,,,SJHKJRARQHDQKM-FCHUYYIVSA-N,,,,,,,,,,,,,
BGGTUZUVWQJOOJ-CKWXOEDFSA-N,Delta-type opioid receptor,,,,,WYVUIGGBLROEHN-OAQYLSRUSA-N,,,,,,,,,,,,,
BGGTUZUVWQJOOJ-CKWXOEDFSA-N,Mu-type opioid receptor,,,,,NWCLUPOGVWVFRT-CUXXENAFSA-N,,,,,,,,,,,,,
FLRQGGGCAHOBGR-HJOGWXRNSA-N,Delta-type opioid receptor,,,,,ZGMMELMXTXTHBD-UHFFFAOYSA-N,,,,,,,,,,,,,
YBIHNTATYHHUOB-SDHOMARFSA-N,Delta-type opioid receptor,,,,,VQKCTIDHYFRXLO-UHFFFAOYSA-N,,,,,,,,,,,,,
CJYLEVUNMXXSAG-ZTNHBREUSA-N,Delta-type opioid receptor,,,,,JAUDAXVKEGMCPI-UHFFFAOYSA-N,,,,,,,,,,,,,
CJYLEVUNMXXSAG-ZTNHBREUSA-N,Mu-type opioid receptor,,,,,XJICZSFDDRDJQG-UHFFFAOYSA-N,,,,,,,,,,,,,
NJBAWVLSMORLFD-NEWXAXLISA-N,Mu-type opioid receptor,,,,,UJYAQIFFOMZKFU-UHFFFAOYSA-N,,,,,,,,,,,,,
